,codigo_dane,escolaridad_total,esc_basica_primaria,esc_basica_secundaria,esc_doctorado,esc_especializacion,esc_maestria,esc_media_academica_clasica,esc_media_tecnica,esc_ninguno,esc_no_informa,esc_normalista,esc_preescolar,esc_profesional,esc_resumen,esc_tecnologica,esc_tecnica_profesional,estrato_predominante,n_manzanas_estrato_pred,n_manzanas_total,prop_manzanas_bajas_1_2,anio_poblacion_departamental,poblacion_departamental,educ_info_disp,esc_superior,prop_basica_primaria,prop_basica_secundaria,prop_doctorado,prop_especializacion,prop_maestria,prop_media_academica_clasica,prop_media_tecnica,prop_ninguno,prop_no_informa,prop_normalista,prop_preescolar,prop_profesional,prop_resumen,prop_tecnologica,prop_tecnica_profesional,prop_superior
codigo_dane,1.0,0.09018423304217636,0.09121159949878438,0.08983315570912842,0.08946296168423164,0.09083529726655855,0.08977044535014858,0.08848925388583337,0.09074964067257137,0.09130411754169257,0.08918312067673355,0.09078824858846879,0.08942066630555658,0.08920105275431492,,0.08583018387588993,0.08653730879040161,-0.11270672689053532,-0.002623681501354153,0.0004278201002426701,0.07604217179812632,,-0.44358609056670956,-0.3292124947870709,0.06217760487764907,0.013372599717008566,-0.0021957752712561803,0.07458110232266567,0.06087089200966001,-0.04121556862691255,-0.09327573349758753,-0.05009294217998063,-0.0424103461413518,0.09778509886653114,0.027385333593458273,-0.0626204533582442,0.0217047414568349,,-0.05908203173268185,-0.10297483266374068,-0.012370379031066074
escolaridad_total,0.09018423304217636,1.0,0.9998859094182797,0.9999585777772572,0.9993934865169584,0.9993150277667211,0.9990053146891863,0.9997822475964963,0.9998606592833795,0.9993868175681537,0.9976689595127669,0.9995512549726454,0.9998393214331609,0.9992225027885356,,0.9975171217241829,0.9988641776673949,-0.029918663443063206,0.052813493103596655,0.057671446452852625,-0.001961716046323554,,-0.03898903651616644,,0.9992635077888146,-0.06361767838803224,0.050469786092936134,0.02134904679405406,0.08608565053137601,0.07633785054143398,0.0703328692668784,0.040595675000844836,-0.04557515853205589,-0.007864373095395182,-0.006437181013621243,0.006954055258705559,0.11576952577480419,,0.09237737727573726,0.08429838893930114,0.11511386558937316
esc_basica_primaria,0.09121159949878438,0.9998859094182797,1.0,0.9997317881082192,0.9990357471640076,0.9988645729301363,0.998505317940097,0.9993914199400254,0.9996574683212084,0.9997370916164814,0.9972513193844433,0.9994963965939782,0.9997039077970796,0.9986175824392659,,0.9965506149237795,0.9981857535890857,-0.030184735071012277,0.04297152420945901,0.04687033035002872,0.0005091173780154928,,-0.03961321180730322,,0.9986159488390827,-0.05923031116366561,0.047774455139674286,0.020104507722453938,0.08218107313293312,0.07278967119189278,0.066760858612348,0.038390181850509505,-0.04333603871924201,-0.00830111856483616,-0.006286658044255945,0.005465871072263159,0.10949989543032913,,0.08700133073999175,0.07882705948299415,0.1087129817070807
esc_basica_secundaria,0.08983315570912842,0.9999585777772572,0.9997317881082192,1.0,0.9994545238197933,0.9993765364035835,0.9991030889910013,0.99988710931019,0.9998843245672023,0.9991008835909628,0.9977266757109303,0.999456016128929,0.9998041605716896,0.9993663569851069,,0.9978844673010252,0.9991364348148982,-0.02915336630921396,0.05858486400079122,0.0639079613354002,-0.003981342761708708,,-0.038293886030167396,,0.9994505147023213,-0.06609729087669487,0.053853107751820374,0.021792827913848886,0.0880658478061266,0.07823413319568638,0.07344566690880329,0.0425804316898377,-0.04801772260250647,-0.008467567530081826,-0.00659171129955464,0.007768391809250755,0.11925097938282599,,0.09601921161378016,0.08848474501557768,0.11900213925075762
esc_doctorado,0.08946296168423164,0.9993934865169584,0.9990357471640076,0.9994545238197933,1.0,0.999451294910561,0.9994284309848,0.9995076022917573,0.9992102665518979,0.9981587241350932,0.9981114679236751,0.9990905545905735,0.9989858318499552,0.9992130967244182,,0.998488936019806,0.9984917373803655,-0.02691871413187947,0.05625965219386994,0.06420232766280315,-0.003841155535019003,,-0.03814876756012406,,0.9993385869796254,-0.06460358205967462,0.04897765458021035,0.03289855314238034,0.09075696434363012,0.08326400621407043,0.07056869820141103,0.0396400365834595,-0.04758258454814312,-0.005594631709457631,-0.006224372663410591,0.005703264247277443,0.118964180396069,,0.0982734270219185,0.08457723232324131,0.118941442481288
esc_especializacion,0.09083529726655855,0.9993150277667211,0.9988645729301363,0.9993765364035835,0.999451294910561,1.0,0.9998358624352993,0.9995456972980316,0.9992079418807986,0.9977894062147581,0.9978550141818971,0.9989630942012043,0.9988971064122866,0.9996754106964434,,0.9987089831332048,0.998466874323249,-0.02412781326523058,0.06558205692464326,0.07480312955528093,-0.009176978457939942,,-0.038574379328909954,,0.99968304465971,-0.06590451501968708,0.05052736813110609,0.023871635026465172,0.10222779153146559,0.08839695062142458,0.07242668861420895,0.04311389688898427,-0.05114449840500621,-0.007629368381055699,-0.005593781018174372,0.005155987977104225,0.12948827380014732,,0.10142339675535199,0.08615943823754824,0.12735208879774798
esc_maestria,0.08977044535014858,0.9990053146891863,0.998505317940097,0.9991030889910013,0.9994284309848,0.9998358624352993,1.0,0.9993316399356423,0.998810282098161,0.9973465389779138,0.9982189355720387,0.9986999108570898,0.9984589865866653,0.9993447396124164,,0.9989072609390641,0.9980738448776736,-0.02496495778625611,0.06411541109777798,0.07436310057573085,-0.0073019452279642245,,-0.037399857126815136,,0.9994344530471729,-0.06455035893721349,0.04965427310057959,0.024489574637555377,0.0975470447425922,0.09078386922412293,0.07060925470051377,0.04082913882275555,-0.049047913565399365,-0.007166723981451818,-0.0056577416431216575,0.005149365867621116,0.12481580090266207,,0.09941818687069184,0.08357636414622067,0.12320229674894081
esc_media_academica_clasica,0.08848925388583337,0.9997822475964963,0.9993914199400254,0.99988710931019,0.9995076022917573,0.9995456972980316,0.9993316399356423,1.0,0.9997002013343406,0.9984977154588504,0.997961187586176,0.9992104724417787,0.9995613794674503,0.9995888615103796,,0.9985058285295866,0.9992081621927805,-0.02761825874938998,0.0669597558693095,0.07357558437428247,-0.006999735744298841,,-0.036944664903332355,,0.9996913179637046,-0.06796990187177986,0.054619581681662185,0.022761521289563633,0.09106266210480773,0.0806285516936606,0.07718996826222722,0.043102364671177486,-0.05050199440970523,-0.008471188671915054,-0.00680243469599631,0.00760393305391219,0.12369197380095957,,0.10055217828145942,0.09128698976807159,0.12343367639699165
esc_media_tecnica,0.09074964067257137,0.9998606592833795,0.9996574683212084,0.9998843245672023,0.9992102665518979,0.9992079418807986,0.998810282098161,0.9997002013343406,1.0,0.999068943564726,0.9972304771286802,0.999353959692582,0.9997546155019948,0.9992771751721048,,0.9975708293881982,0.9990974253743491,-0.02837004546207037,0.05815776768469205,0.06370708388222426,-0.005509699397688418,,-0.038658510231328276,,0.9993299170755059,-0.06713333996197471,0.054099317557148696,0.02192341205431221,0.09127346654767078,0.07951531902173871,0.07353282016302626,0.04833282030327203,-0.05021681052058466,-0.008600682677907165,-0.006545412575910193,0.007629391761464354,0.12294264896251837,,0.09874424745388324,0.09083769884552777,0.1225722840113318
esc_ninguno,0.09130411754169257,0.9993868175681537,0.9997370916164814,0.9991008835909628,0.9981587241350932,0.9977894062147581,0.9973465389779138,0.9984977154588504,0.999068943564726,1.0,0.9961873368987537,0.9990772238726815,0.9993209945090551,0.9975164215343247,,0.9947857817650846,0.9972102084557319,-0.03625328679628523,0.033324426116150385,0.03394112255138334,0.007652637820255006,,-0.04167706397455205,,0.9974547627565965,-0.0593262678667065,0.04472319905242847,0.018815503281601375,0.07445853421525118,0.06745399204298325,0.06165090680177709,0.034650029172972635,-0.03298551757160883,-0.007840329461875852,-0.0062547189519736425,0.007411248408786126,0.10119262313869563,,0.07794383554841017,0.07300786876524891,0.09996273594759458
esc_no_informa,0.08918312067673355,0.9976689595127669,0.9972513193844433,0.9977266757109303,0.9981114679236751,0.9978550141818971,0.9982189355720387,0.997961187586176,0.9972304771286802,0.9961873368987537,1.0,0.9969551785312788,0.9969473143317296,0.9968880545396731,,0.9979095673001562,0.9963918137313131,-0.03351954082187375,0.051147855370857705,0.059305043553835035,0.0061446600938684275,,-0.038186697833472415,,0.9973643050819943,-0.06383345317240106,0.037797645538858976,0.02524533029470087,0.07782408764206483,0.07117789442666822,0.05867535235291772,0.031950273719018804,-0.041277950424459635,0.011897733005371936,-0.006924989531291954,0.0035310210881615424,0.09962539976692714,,0.0846807429724149,0.07113943637083846,0.10024199642022599
esc_normalista,0.09078824858846879,0.9995512549726454,0.9994963965939782,0.999456016128929,0.9990905545905735,0.9989630942012043,0.9986999108570898,0.9992104724417787,0.999353959692582,0.9990772238726815,0.9969551785312788,1.0,0.999433889389389,0.9987730798505595,,0.9968060521367401,0.9982566730756646,-0.027861636594455896,0.0461460528349444,0.0502247784466026,-0.003127313050741189,,-0.04002439068472132,,0.998764174346432,-0.06413981186164697,0.05067597189124026,0.021563339859487152,0.09096919071331404,0.079724213218729,0.06996930397636798,0.041062408920141784,-0.04588190337754542,-0.008678703909019163,0.01254095390340525,0.008466622658883932,0.11694926882934376,,0.09104735494662013,0.08105227927662637,0.11550785190142723
esc_preescolar,0.08942066630555658,0.9998393214331609,0.9997039077970796,0.9998041605716896,0.9989858318499552,0.9988971064122866,0.9984589865866653,0.9995613794674503,0.9997546155019948,0.9993209945090551,0.9969473143317296,0.999433889389389,1.0,0.9990853503753625,,0.9968085246636998,0.9991738242901134,-0.03216939055113235,0.05182274598307136,0.054868272872123786,-0.0003224076225450822,,-0.040619950637603534,,0.9990998094017706,-0.06550629928741314,0.051737461032873924,0.02106965560333323,0.08476866933381001,0.07527703669803,0.07101706796949592,0.04111309838162243,-0.0453621085355561,-0.0081670115636696,-0.006204969915981412,0.011719855272956303,0.11653276620173143,,0.09100488105321727,0.08774349752599907,0.11595540613598966
esc_profesional,0.08920105275431492,0.9992225027885356,0.9986175824392659,0.9993663569851069,0.9992130967244182,0.9996754106964434,0.9993447396124164,0.9995888615103796,0.9992771751721048,0.9975164215343247,0.9968880545396731,0.9987730798505595,0.9990853503753625,1.0,,0.9985832491286525,0.9992010031393147,-0.026353587709269714,0.07499076073677856,0.08371496844555709,-0.010795602237187597,,-0.03869018138977417,,0.9999481546562082,-0.07020416943487433,0.053988700177366754,0.024192490180546488,0.10148058969246691,0.08857322228832908,0.07709464495029568,0.04536531870158361,-0.053359881990883255,-0.008437946026323088,-0.0066291088471753115,0.007591563294213521,0.13587933416371387,,0.10563374766477499,0.09462983962216805,0.13370806626473378
esc_resumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esc_tecnologica,0.08583018387588993,0.9975171217241829,0.9965506149237795,0.9978844673010252,0.998488936019806,0.9987089831332048,0.9989072609390641,0.9985058285295866,0.9975708293881982,0.9947857817650846,0.9979095673001562,0.9968060521367401,0.9968085246636998,0.9985832491286525,,1.0,0.9977138694618733,-0.023332115960358706,0.08459780114246178,0.0971938269665837,-0.014300999557694498,,-0.031420505816068985,,0.9989425178947928,-0.0717182020851238,0.05646888697167209,0.02572695573084108,0.10052898105121834,0.08934922745710512,0.08060363494602438,0.04650019620529845,-0.055645002741596325,-0.007954585945870162,-0.007195247088839163,0.0054779032378690674,0.1339098680897714,,0.11852213884521813,0.0966087206717604,0.1349427344524608
esc_tecnica_profesional,0.08653730879040161,0.9988641776673949,0.9981857535890857,0.9991364348148982,0.9984917373803655,0.998466874323249,0.9980738448776736,0.9992081621927805,0.9990974253743491,0.9972102084557319,0.9963918137313131,0.9982566730756646,0.9991738242901134,0.9992010031393147,,0.9977138694618733,1.0,-0.029046042578249137,0.07259485594458395,0.07810571981407632,-0.006636216640987778,,-0.03747833415476075,,0.99938343160546,-0.07153678675643667,0.05733045371119344,0.023354053413959786,0.09239734273563326,0.08136788688095421,0.07877881709035392,0.04641988735200135,-0.053394492640328375,-0.008641050019487034,-0.0074961629601317005,0.010865241914943135,0.12971091905842544,,0.10427590030924289,0.10389788844455643,0.1306587750411095
estrato_predominante,-0.11270672689053532,-0.029918663443063206,-0.030184735071012277,-0.02915336630921396,-0.02691871413187947,-0.02412781326523058,-0.02496495778625611,-0.02761825874938998,-0.02837004546207037,-0.03625328679628523,-0.03351954082187375,-0.027861636594455896,-0.03216939055113235,-0.026353587709269714,,-0.023332115960358706,-0.029046042578249137,1.0,0.002142583397377599,0.048011000996084165,-0.5783632288711521,,0.41317138909921763,-0.05689924137094312,-0.025926418692884468,0.1915638045684744,0.1387584247055816,-0.05075382884108905,0.35868119770317064,0.13600526261657936,0.14752938701812923,0.19307470633146556,-0.3699385915378712,-0.2012933967234273,0.024949455178924097,-0.28456146752472444,0.20359285509797925,,0.29442574252730436,0.12876516568362859,0.239866740295017
n_manzanas_estrato_pred,-0.002623681501354153,0.052813493103596655,0.04297152420945901,0.05858486400079122,0.05625965219386994,0.06558205692464326,0.06411541109777798,0.0669597558693095,0.05815776768469205,0.033324426116150385,0.051147855370857705,0.0461460528349444,0.05182274598307136,0.07499076073677856,,0.08459780114246178,0.07259485594458395,0.002142583397377599,1.0,0.9831593360384686,-0.22981098165937602,,0.037282568513823625,-0.10609324367442452,0.03753275184059813,-0.4283622237129015,0.37711962072811317,0.05929958966705028,0.35926303358630696,0.2826952969018345,0.454692866213032,0.24026105731217234,-0.21058719294070438,-0.06924772087513141,-0.016225230983083372,0.14480278237761163,0.5971303804096391,,0.4302553065238733,0.5095939318344302,0.5905548292562355
n_manzanas_total,0.0004278201002426701,0.057671446452852625,0.04687033035002872,0.0639079613354002,0.06420232766280315,0.07480312955528093,0.07436310057573085,0.07357558437428247,0.06370708388222426,0.03394112255138334,0.059305043553835035,0.0502247784466026,0.054868272872123786,0.08371496844555709,,0.0971938269665837,0.07810571981407632,0.048011000996084165,0.9831593360384686,1.0,-0.24914675434586872,,0.05736422790868163,-0.10783977630933736,0.03786830694865972,-0.3751045411797723,0.3364003104107527,0.058955961004475706,0.3899386277454115,0.3025653008402933,0.42303614519502,0.23927659409066307,-0.2400948427889142,-0.06490803869693122,-0.02358581677620886,0.0800830437619255,0.605205051170863,,0.448772582796531,0.47678408060527055,0.5949128400246871
prop_manzanas_bajas_1_2,0.07604217179812632,-0.001961716046323554,0.0005091173780154928,-0.003981342761708708,-0.003841155535019003,-0.009176978457939942,-0.0073019452279642245,-0.006999735744298841,-0.005509699397688418,0.007652637820255006,0.0061446600938684275,-0.003127313050741189,-0.0003224076225450822,-0.010795602237187597,,-0.014300999557694498,-0.006636216640987778,-0.5783632288711521,-0.22981098165937602,-0.24914675434586872,1.0,,-0.3325258309974924,0.006335511311430118,-0.009668790597013885,0.21082119903637825,-0.35517224228310124,-0.07702384510803705,-0.4736457635548997,-0.31208885000711617,-0.45928917259169705,-0.24507136924010045,0.39456429277135446,0.12642705059737647,-0.035324458431703,0.0780845851855444,-0.5089196297401701,,-0.5554677313206899,-0.386740418636434,-0.5429614487628046
anio_poblacion_departamental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poblacion_departamental,-0.44358609056670956,-0.03898903651616644,-0.03961321180730322,-0.038293886030167396,-0.03814876756012406,-0.038574379328909954,-0.037399857126815136,-0.036944664903332355,-0.038658510231328276,-0.04167706397455205,-0.038186697833472415,-0.04002439068472132,-0.040619950637603534,-0.03869018138977417,,-0.031420505816068985,-0.03747833415476075,0.41317138909921763,0.037282568513823625,0.05736422790868163,-0.3325258309974924,,1.0,0.034652245268412256,-0.03223136449031192,0.08957016045307631,0.09892062252975338,-0.06608419168812774,0.01953575399990366,0.059734636097596036,0.17155136118262762,0.022693787972369532,-0.05233718794362743,-0.20337247888479612,0.037099168388305924,-0.23265099209756374,-0.0005682589079445002,,0.24821036518672165,0.10986446086453357,0.06615196642902227
educ_info_disp,-0.3292124947870709,,,,,,,,,,,,,,,,,-0.05689924137094312,-0.10609324367442452,-0.10783977630933736,0.006335511311430118,,0.034652245268412256,1.0,0.02844124176065077,,,,,,,,,,,,,,,,
esc_superior,0.06217760487764907,0.9992635077888146,0.9986159488390827,0.9994505147023213,0.9993385869796254,0.99968304465971,0.9994344530471729,0.9996913179637046,0.9993299170755059,0.9974547627565965,0.9973643050819943,0.998764174346432,0.9990998094017706,0.9999481546562082,,0.9989425178947928,0.99938343160546,-0.025926418692884468,0.03753275184059813,0.03786830694865972,-0.009668790597013885,,-0.03223136449031192,0.02844124176065077,1.0,-0.0701421218838365,0.054509451097640896,0.024272191365825774,0.09968314340282032,0.08739790247196286,0.07729949133195131,0.04539758624173277,-0.05336490688198975,-0.008303883230490744,-0.00674794745656435,0.007642535144730704,0.1336889726396133,,0.1065381421465102,0.09557031996874546,0.13251471726332728
prop_basica_primaria,0.013372599717008566,-0.06361767838803224,-0.05923031116366561,-0.06609729087669487,-0.06460358205967462,-0.06590451501968708,-0.06455035893721349,-0.06796990187177986,-0.06713333996197471,-0.0593262678667065,-0.06383345317240106,-0.06413981186164697,-0.06550629928741314,-0.07020416943487433,,-0.0717182020851238,-0.07153678675643667,0.1915638045684744,-0.4283622237129015,-0.3751045411797723,0.21082119903637825,,0.08957016045307631,,-0.0701421218838365,1.0,-0.4959848027366831,-0.2172404423610348,-0.24059640957460413,-0.3313739642039356,-0.5259447379804445,-0.24538956976275006,-0.01842988120900663,-0.37438244381324154,-0.030240910439253706,-0.3985376823780581,-0.5172879969323614,,-0.4050129130920241,-0.5287603096947368,-0.5337572549134812
prop_basica_secundaria,-0.0021957752712561803,0.050469786092936134,0.047774455139674286,0.053853107751820374,0.04897765458021035,0.05052736813110609,0.04965427310057959,0.054619581681662185,0.054099317557148696,0.04472319905242847,0.037797645538858976,0.05067597189124026,0.051737461032873924,0.053988700177366754,,0.05646888697167209,0.05733045371119344,0.1387584247055816,0.37711962072811317,0.3364003104107527,-0.35517224228310124,,0.09892062252975338,,0.054509451097640896,-0.4959848027366831,1.0,0.025881391806642763,0.3192736495420102,0.3326476623616939,0.7198867867466946,0.4340937928923962,-0.4130063884403364,-0.3617593312048925,0.09781236546189752,0.34809731158106144,0.505281545928639,,0.5234077165186838,0.6407208089588214,0.5751225453294202
prop_doctorado,0.07458110232266567,0.02134904679405406,0.020104507722453938,0.021792827913848886,0.03289855314238034,0.023871635026465172,0.024489574637555377,0.022761521289563633,0.02192341205431221,0.018815503281601375,0.02524533029470087,0.021563339859487152,0.02106965560333323,0.024192490180546488,,0.02572695573084108,0.023354053413959786,-0.05075382884108905,0.05929958966705028,0.058955961004475706,-0.07702384510803705,,-0.06608419168812774,,0.024272191365825774,-0.2172404423610348,0.025881391806642763,1.0,0.1306626196876463,0.20376998027866502,0.0942481092433654,0.009355669272968836,-0.06574228385845365,0.18671257574008643,-0.05122100576934889,0.024452608624694356,0.15864543096025738,,0.15050981956897955,0.12986139277698672,0.18714927815439755
prop_especializacion,0.06087089200966001,0.08608565053137601,0.08218107313293312,0.0880658478061266,0.09075696434363012,0.10222779153146559,0.0975470447425922,0.09106266210480773,0.09127346654767078,0.07445853421525118,0.07782408764206483,0.09096919071331404,0.08476866933381001,0.10148058969246691,,0.10052898105121834,0.09239734273563326,0.35868119770317064,0.35926303358630696,0.3899386277454115,-0.4736457635548997,,0.01953575399990366,,0.09968314340282032,-0.24059640957460413,0.3192736495420102,0.1306626196876463,1.0,0.5143341047409004,0.36884426663029674,0.4210080930344118,-0.4601977757781777,-0.13187907831598683,0.2047459416465828,-0.022906338191874695,0.7341557915869371,,0.5510014663141216,0.4014539224217934,0.7442413925363374
prop_maestria,-0.04121556862691255,0.07633785054143398,0.07278967119189278,0.07823413319568638,0.08326400621407043,0.08839695062142458,0.09078386922412293,0.0806285516936606,0.07951531902173871,0.06745399204298325,0.07117789442666822,0.079724213218729,0.07527703669803,0.08857322228832908,,0.08934922745710512,0.08136788688095421,0.13600526261657936,0.2826952969018345,0.3025653008402933,-0.31208885000711617,,0.059734636097596036,,0.08739790247196286,-0.3313739642039356,0.3326476623616939,0.20376998027866502,0.5143341047409004,1.0,0.3580680102725097,0.23211225014829348,-0.24554967517542195,-0.07844924352726895,0.06712254566188575,0.12327694986833285,0.5434808829490102,,0.39933512362733425,0.3776412506544611,0.5614532944823595
prop_media_academica_clasica,-0.09327573349758753,0.0703328692668784,0.066760858612348,0.07344566690880329,0.07056869820141103,0.07242668861420895,0.07060925470051377,0.07718996826222722,0.07353282016302626,0.06165090680177709,0.05867535235291772,0.06996930397636798,0.07101706796949592,0.07709464495029568,,0.08060363494602438,0.07877881709035392,0.14752938701812923,0.454692866213032,0.42303614519502,-0.45928917259169705,,0.17155136118262762,,0.07729949133195131,-0.5259447379804445,0.7198867867466946,0.0942481092433654,0.36884426663029674,0.3580680102725097,1.0,0.2246082104028614,-0.4458060985143819,-0.260559860958881,0.022131730440580463,0.23151648596303664,0.6276382951656224,,0.6356104769856776,0.696292037350785,0.6865580340138929
prop_media_tecnica,-0.05009294217998063,0.040595675000844836,0.038390181850509505,0.0425804316898377,0.0396400365834595,0.04311389688898427,0.04082913882275555,0.043102364671177486,0.04833282030327203,0.034650029172972635,0.031950273719018804,0.041062408920141784,0.04111309838162243,0.04536531870158361,,0.04650019620529845,0.04641988735200135,0.19307470633146556,0.24026105731217234,0.23927659409066307,-0.24507136924010045,,0.022693787972369532,,0.04539758624173277,-0.24538956976275006,0.4340937928923962,0.009355669272968836,0.4210080930344118,0.23211225014829348,0.2246082104028614,1.0,-0.4018170978384657,-0.2015793852593063,0.06428469391086285,0.15242030314545707,0.43479358420645364,,0.406491092822142,0.42946106324702954,0.47475082731551754
prop_ninguno,-0.0424103461413518,-0.04557515853205589,-0.04333603871924201,-0.04801772260250647,-0.04758258454814312,-0.05114449840500621,-0.049047913565399365,-0.05050199440970523,-0.05021681052058466,-0.03298551757160883,-0.041277950424459635,-0.04588190337754542,-0.0453621085355561,-0.053359881990883255,,-0.055645002741596325,-0.053394492640328375,-0.3699385915378712,-0.21058719294070438,-0.2400948427889142,0.39456429277135446,,-0.05233718794362743,,-0.05336490688198975,-0.01842988120900663,-0.4130063884403364,-0.06574228385845365,-0.4601977757781777,-0.24554967517542195,-0.4458060985143819,-0.4018170978384657,1.0,-0.010637555622249351,-0.06075482667375513,-0.018830354321459235,-0.46907544739022805,,-0.47718161239285956,-0.4523095443962553,-0.5173961304841002
prop_no_informa,0.09778509886653114,-0.007864373095395182,-0.00830111856483616,-0.008467567530081826,-0.005594631709457631,-0.007629368381055699,-0.007166723981451818,-0.008471188671915054,-0.008600682677907165,-0.007840329461875852,0.011897733005371936,-0.008678703909019163,-0.0081670115636696,-0.008437946026323088,,-0.007954585945870162,-0.008641050019487034,-0.2012933967234273,-0.06924772087513141,-0.06490803869693122,0.12642705059737647,,-0.20337247888479612,,-0.008303883230490744,-0.37438244381324154,-0.3617593312048925,0.18671257574008643,-0.13187907831598683,-0.07844924352726895,-0.260559860958881,-0.2015793852593063,-0.010637555622249351,1.0,-0.07659408755793029,-0.11092864053167525,-0.13900480341014904,,-0.17474835153770918,-0.18584676361346017,-0.16593244997472364
prop_normalista,0.027385333593458273,-0.006437181013621243,-0.006286658044255945,-0.00659171129955464,-0.006224372663410591,-0.005593781018174372,-0.0056577416431216575,-0.00680243469599631,-0.006545412575910193,-0.0062547189519736425,-0.006924989531291954,0.01254095390340525,-0.006204969915981412,-0.0066291088471753115,,-0.007195247088839163,-0.0074961629601317005,0.024949455178924097,-0.016225230983083372,-0.02358581677620886,-0.035324458431703,,0.037099168388305924,,-0.00674794745656435,-0.030240910439253706,0.09781236546189752,-0.05122100576934889,0.2047459416465828,0.06712254566188575,0.022131730440580463,0.06428469391086285,-0.06075482667375513,-0.07659408755793029,1.0,0.04147954634728691,0.04040650549990087,,-0.01125320424926095,-0.04921351558344609,0.034433549924308894
prop_preescolar,-0.0626204533582442,0.006954055258705559,0.005465871072263159,0.007768391809250755,0.005703264247277443,0.005155987977104225,0.005149365867621116,0.00760393305391219,0.007629391761464354,0.007411248408786126,0.0035310210881615424,0.008466622658883932,0.011719855272956303,0.007591563294213521,,0.0054779032378690674,0.010865241914943135,-0.28456146752472444,0.14480278237761163,0.0800830437619255,0.0780845851855444,,-0.23265099209756374,,0.007642535144730704,-0.3985376823780581,0.34809731158106144,0.024452608624694356,-0.022906338191874695,0.12327694986833285,0.23151648596303664,0.15242030314545707,-0.018830354321459235,-0.11092864053167525,0.04147954634728691,1.0,0.18199531633410912,,0.05757775752107183,0.30302632700379456,0.1881913023450534
prop_profesional,0.0217047414568349,0.11576952577480419,0.10949989543032913,0.11925097938282599,0.118964180396069,0.12948827380014732,0.12481580090266207,0.12369197380095957,0.12294264896251837,0.10119262313869563,0.09962539976692714,0.11694926882934376,0.11653276620173143,0.13587933416371387,,0.1339098680897714,0.12971091905842544,0.20359285509797925,0.5971303804096391,0.605205051170863,-0.5089196297401701,,-0.0005682589079445002,,0.1336889726396133,-0.5172879969323614,0.505281545928639,0.15864543096025738,0.7341557915869371,0.5434808829490102,0.6276382951656224,0.43479358420645364,-0.46907544739022805,-0.13900480341014904,0.04040650549990087,0.18199531633410912,1.0,,0.7164809362773881,0.7230189659756262,0.9757995733928431
prop_resumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_tecnologica,-0.05908203173268185,0.09237737727573726,0.08700133073999175,0.09601921161378016,0.0982734270219185,0.10142339675535199,0.09941818687069184,0.10055217828145942,0.09874424745388324,0.07794383554841017,0.0846807429724149,0.09104735494662013,0.09100488105321727,0.10563374766477499,,0.11852213884521813,0.10427590030924289,0.29442574252730436,0.4302553065238733,0.448772582796531,-0.5554677313206899,,0.24821036518672165,,0.1065381421465102,-0.4050129130920241,0.5234077165186838,0.15050981956897955,0.5510014663141216,0.39933512362733425,0.6356104769856776,0.406491092822142,-0.47718161239285956,-0.17474835153770918,-0.01125320424926095,0.05757775752107183,0.7164809362773881,,1.0,0.6579078870283437,0.8109635183079226
prop_tecnica_profesional,-0.10297483266374068,0.08429838893930114,0.07882705948299415,0.08848474501557768,0.08457723232324131,0.08615943823754824,0.08357636414622067,0.09128698976807159,0.09083769884552777,0.07300786876524891,0.07113943637083846,0.08105227927662637,0.08774349752599907,0.09462983962216805,,0.0966087206717604,0.10389788844455643,0.12876516568362859,0.5095939318344302,0.47678408060527055,-0.386740418636434,,0.10986446086453357,,0.09557031996874546,-0.5287603096947368,0.6407208089588214,0.12986139277698672,0.4014539224217934,0.3776412506544611,0.696292037350785,0.42946106324702954,-0.4523095443962553,-0.18584676361346017,-0.04921351558344609,0.30302632700379456,0.7230189659756262,,0.6579078870283437,1.0,0.8204490341852819
prop_superior,-0.012370379031066074,0.11511386558937316,0.1087129817070807,0.11900213925075762,0.118941442481288,0.12735208879774798,0.12320229674894081,0.12343367639699165,0.1225722840113318,0.09996273594759458,0.10024199642022599,0.11550785190142723,0.11595540613598966,0.13370806626473378,,0.1349427344524608,0.1306587750411095,0.239866740295017,0.5905548292562355,0.5949128400246871,-0.5429614487628046,,0.06615196642902227,,0.13251471726332728,-0.5337572549134812,0.5751225453294202,0.18714927815439755,0.7442413925363374,0.5614532944823595,0.6865580340138929,0.47475082731551754,-0.5173961304841002,-0.16593244997472364,0.034433549924308894,0.1881913023450534,0.9757995733928431,,0.8109635183079226,0.8204490341852819,1.0
