Departamento,Municipio,Codigo_DANE,Tipo_ruralidad
Cesar,Tamalameque,20787,Rural
Chocó,Acandí,27006,Rural
Chocó,Atrato,27050,Rural
Chocó,Cértegui,27160,Rural
Chocó,Condoto,27205,Rural
Chocó,El Cantón del San Pablo,27135,Rural
Chocó,El Carmen de Atrato,27245,Rural
Chocó,Istmina,27361,Rural
Chocó,Lloró,27413,Rural
Chocó,Medio San Juan,27450,Rural
Chocó,Tadó,27787,Rural
Chocó,Unguía,27800,Rural
Córdoba,Buenavista,23079,Rural
Córdoba,Canalete,23090,Rural
Córdoba,Los Córdobas,23419,Rural
Córdoba,Pueblo Nuevo,23570,Rural
Córdoba,Puerto Escondido,23574,Rural
Córdoba,San Luis de Gaceno,15667,Rural
Córdoba,San Mateo,15673,Rural
Córdoba,San Miguel de Sema,15676,Rural
Córdoba,San Pablo de Borbur,15681,Rural
Córdoba,Siachoque,15740,Rural
Córdoba,Socha,15757,Rural
Córdoba,Somondoco,15761,Rural
Córdoba,Sora,15762,Rural
Córdoba,Soracá,15764,Rural
Córdoba,Susacón,15774,Rural
Córdoba,Sutamarchán,15776,Rural
Córdoba,Tenza,15798,Rural
Córdoba,Tibaná,15804,Rural
Córdoba,Tuta,15837,Rural
Córdoba,Umbita,15842,Rural
Córdoba,Viracachá,15879,Rural
Caldas,Aguadas,17013,Rural
Caldas,Norcasia,17495,Rural
Caldas,Pácora,17513,Rural
Caldas,Pensilvania,17541,Rural
Caldas,Salamina,17653,Rural
Caldas,Victoria,17867,Rural
Caquetá,Albania,18029,Rural
Caquetá,Belén de Los Andaquíes,18094,Rural
Caquetá,Curillo,18205,Rural
Caquetá,El Doncello,18247,Rural
Caquetá,El Paujil,18256,Rural
Caquetá,Puerto Rico,18592,Rural
Caquetá,San José del Fragua,18610,Rural
Caquetá,San Vicente del Caguán,18753,Rural
Caquetá,Solita,18785,Rural
Caquetá,Valparaíso,18860,Rural
Casanare,Monterrey,85162,Rural
Casanare,Pore,85263,Rural
Casanare,Recetor,85279,Rural
Casanare,Villanueva,85440,Rural
Cauca,Almaguer,19022,Rural
Cauca,Balboa,19075,Rural
Cauca,Bolívar,19100,Rural
Cauca,Buenos Aires,19110,Rural
Cauca,Cajibío,19130,Rural
Cauca,Caldono,19137,Rural
Cauca,Caloto,19142,Rural
Cauca,Guapi,19318,Rural
Cauca,La Argentina,41378,Rural
Cauca,Nátaga,41483,Rural
Cauca,Oporapa,41503,Rural
Cauca,Paicol,41518,Rural
Cauca,Palermo,41524,Rural
Cauca,Palestina,41530,Rural
Cauca,Rivera,41615,Rural
Cauca,San Agustín,41668,Rural
Cauca,Tarqui,41791,Rural
Cauca,Tello,41799,Rural
Cauca,Teruel,41801,Rural
Cauca,Tesalia,41797,Rural
Cauca,Villavieja,41872,Rural
Cauca,Yaguará,41885,Rural
La Guajira,Albania,44035,Rural
La Guajira,Barrancas,44078,Rural
La Guajira,El Molino,44110,Rural
La Guajira,La Jagua del Pilar,44420,Rural
La Guajira,San Juan del Cesar,44650,Rural
Magdalena,Algarrobo,47030,Rural
Magdalena,Ariguaní,47058,Rural
Magdalena,Cerro San Antonio,47161,Rural
Magdalena,Chivolo,47170,Rural
Magdalena,El Piñon,47258,Rural
Magdalena,Nueva Granada,47460,Rural
Magdalena,Pedraza,47541,Rural
Magdalena,Pijiño del Carmen,47545,Rural
Magdalena,Pivijay,47551,Rural
Magdalena,Puebloviejo,47570,Rural
Magdalena,Remolino,47605,Rural
Magdalena,Salamina,47675,Rural
Magdalena,San Sebastián de Buenavista,47692,Rural
Magdalena,Santa Ana,47707,Rural
Magdalena,Santa Bárbara de Pinto,47720,Rural
Magdalena,Sitionuevo,47745,Rural
Magdalena,Tenerife,47798,Rural
Magdalena,Zapayán,47960,Rural
Meta,Castilla la Nueva,50150,Rural
Meta,Cumaral,50226,Rural
Meta,El Castillo,50251,Rural
Meta,El Dorado,50270,Rural
Meta,Fuente de Oro,50287,Rural
Meta,Guamal,50318,Rural
Meta,Lejanías,50400,Rural
Meta,Puerto Libertador,23580,Rural
Meta,San Carlos,23678,Rural
Meta,San José de Uré,23682,Rural
Meta,San Pelayo,23686,Rural
Meta,Valencia,23855,Rural
Cundinamarca,Chipaque,25178,Rural
Cundinamarca,Cucunubá,25224,Rural
Cundinamarca,Fómeque,25279,Rural
Cundinamarca,Fosca,25281,Rural
Cundinamarca,Fúquene,25288,Rural
Cundinamarca,Gachala,25293,Rural
Cundinamarca,Gachetá,25297,Rural
Cundinamarca,Guaduas,25320,Rural
Cundinamarca,Guasca,25322,Rural
Cundinamarca,Guataquí,25324,Rural
Cundinamarca,Guayabal de Síquima,25328,Rural
Cundinamarca,Guayabetal,25335,Rural
Cundinamarca,La Peña,25398,Rural
Cundinamarca,Lenguazaque,25407,Rural
Cundinamarca,Nariño,25483,Rural
Cundinamarca,Nilo,25488,Rural
Cundinamarca,Pandi,25524,Rural
Cundinamarca,Puerto Salgar,25572,Rural
Cundinamarca,Quebradanegra,25592,Rural
Cundinamarca,Quetame,25594,Rural
Cundinamarca,Quipile,25596,Rural
Cundinamarca,San Bernardo,25649,Rural
Cundinamarca,San Juan de Río Seco,25662,Rural
Cundinamarca,Sasaima,25718,Rural
Cundinamarca,Sesquilé,25736,Rural
Cundinamarca,Tibacuy,25805,Rural
Cundinamarca,Tibirita,25807,Rural
Cundinamarca,Ubaque,25841,Rural
Cundinamarca,Une,25845,Rural
Cundinamarca,Vergara,25862,Rural
Guaviare,San José del Guaviare,95001,Rural
Huila,Agrado,41013,Rural
Huila,Aipe,41016,Rural
Huila,Algeciras,41020,Rural
Huila,Altamira,41026,Rural
Huila,Baraya,41078,Rural
Huila,Elías,41244,Rural
Huila,Guadalupe,41319,Rural
Huila,Hobo,41349,Rural
Huila,San Francisco,86755,Rural
Huila,San Miguel,86757,Rural
Huila,Santiago,86760,Rural
Huila,Villagarzón,86885,Rural
Quindío,Génova,63302,Rural
Quindío,Pijao,63548,Rural
Quindío,Salento,63690,Rural
Santander,California,68132,Rural
Santander,Cerrito,68162,Rural
Santander,Charalá,68167,Rural
Santander,Chipatá,68179,Rural
Santander,Cimitarra,68190,Rural
Santander,Concepción,68207,Rural
Santander,Contratación,68211,Rural
Santander,Curití,68229,Rural
Santander,El Playón,68255,Rural
Santander,Guaca,68318,Rural
Santander,Guadalupe,68320,Rural
Santander,Guavatá,68324,Rural
Santander,Hato,68344,Rural
Santander,Mogotes,68464,Rural
Santander,Ocamonte,68498,Rural
Santander,Oiba,68500,Rural
Santander,Palmas del Socorro,68524,Rural
Santander,Pinchote,68549,Rural
Santander,Puente Nacional,68572,Rural
Santander,Puerto Wilches,68575,Rural
Santander,Sabana de Torres,68655,Rural
Santander,San Andrés,68669,Rural
Santander,San Benito,68673,Rural
Santander,San José de Miranda,68684,Rural
Santander,San Vicente de Chucurí,68689,Rural
Santander,Vélez,68861,Rural
Santander,Vetas,68867,Rural
Santander,Zapatoca,68895,Rural
Sucre,Coloso,70204,Rural
Sucre,Guaranda,70265,Rural
Sucre,La Unión,70400,Rural
Sucre,Majagual,70429,Rural
Sucre,Ovejas,70508,Rural
Sucre,San Onofre,70713,Rural
Sucre,Sucre,70771,Rural
Sucre,Tolú Viejo,70823,Rural
Tolima,Alvarado,73026,Rural
Tolima,Puerto Concordia,50450,Rural
Tolima,Restrepo,50606,Rural
Tolima,San Carlos de Guaroa,50680,Rural
Tolima,San Juanito,50686,Rural
Nariño,Aldana,52022,Rural
Nariño,Ancuyá,52036,Rural
Nariño,Barbacoas,52079,Rural
Nariño,Consaca,52207,Rural
Nariño,El Peñol,52254,Rural
Nariño,El Rosario,52256,Rural
Nariño,El Tablón de Gómez,52258,Rural
Nariño,El Tambo,52260,Rural
Nariño,Francisco Pizarro,52520,Rural
Nariño,Funes,52287,Rural
Nariño,Guachucal,52317,Rural
Nariño,Imués,52354,Rural
Nariño,La Florida,52381,Rural
Nariño,La Llanada,52385,Rural
Nariño,La Tola,52390,Rural
Nariño,Leiva,52405,Rural
Nariño,Linares,52411,Rural
Nariño,Los Andes,52418,Rural
Nariño,Mosquera,52473,Rural
Nariño,Olaya Herrera,52490,Rural
Nariño,Puerres,52573,Rural
Nariño,San Lorenzo,52687,Rural
Nariño,Taminango,52786,Rural
Nariño,Yacuanquer,52885,Rural
Norte de Santander,Abrego,54003,Rural
Norte de Santander,Bochalema,54099,Rural
Norte de Santander,Convención,54206,Rural
Norte de Santander,Durania,54239,Rural
Norte de Santander,El Tarra,54250,Rural
Norte de Santander,El Zulia,54261,Rural
Norte de Santander,Gramalote,54313,Rural
Norte de Santander,Lourdes,54418,Rural
Norte de Santander,Salazar,54660,Rural
Norte de Santander,San Cayetano,54673,Rural
Norte de Santander,Santiago,54680,Rural
Norte de Santander,Sardinata,54720,Rural
Norte de Santander,Tibú,54810,Rural
Norte de Santander,Villa Caro,54871,Rural
Putumayo,Orito,86320,Rural
Putumayo,Puerto Caicedo,86569,Rural
Putumayo,Valle de San Juan,73854,Rural
Putumayo,Villahermosa,73870,Rural
Putumayo,Villarrica,73873,Rural
Valle del Cauca,Bugalagrande,76113,Rural
Valle del Cauca,Calima,76126,Rural
Valle del Cauca,El Dovio,76250,Rural
Valle del Cauca,La Cumbre,76377,Rural
Valle del Cauca,La Victoria,76403,Rural
Valle del Cauca,Riofrío,76616,Rural
Valle del Cauca,Versalles,76863,Rural
Valle del Cauca,Yotoco,76890,Rural
Valle del Cauca,Ambalema,73030,Rural
Valle del Cauca,Armero,73055,Rural
Valle del Cauca,Cajamarca,73124,Rural
Valle del Cauca,Carmen de Apicalá,73148,Rural
Valle del Cauca,Casabianca,73152,Rural
Valle del Cauca,Dolores,73236,Rural
Valle del Cauca,Natagaima,73483,Rural
Valle del Cauca,Piedras,73547,Rural
Valle del Cauca,Prado,73563,Rural
Valle del Cauca,Rovira,73624,Rural
Valle del Cauca,Santa Isabel,73686,Rural
Valle del Cauca,Suárez,73770,Rural
Amazonas,Puerto Nariño,91540,Rural Disperso
Amazonas,El Encanto (ANM),91263,Rural Disperso
Amazonas,La Chorrera (ANM),91405,Rural Disperso
Amazonas,La Pedrera (ANM),91407,Rural Disperso
Amazonas,La Victoria (ANM),91430,Rural Disperso
Amazonas,"Miriti, Paraná (ANM)",91460,Rural Disperso
Amazonas,Puerto Alegría (ANM),91530,Rural Disperso
Amazonas,Puerto Arica (ANM),91536,Rural Disperso
Amazonas,Puerto Santander (ANM),91669,Rural Disperso
Amazonas,Tarapacá (ANM),91798,Rural Disperso
Antioquia,Abriaquí,5004,Rural Disperso
Antioquia,Angostura,5038,Rural Disperso
Antioquia,Anza,5044,Rural Disperso
Antioquia,Argelia,5055,Rural Disperso
Antioquia,Belmira,5086,Rural Disperso
Antioquia,Briceño,5107,Rural Disperso
Antioquia,Buriticá,5113,Rural Disperso
Antioquia,Cáceres,5120,Rural Disperso
Antioquia,Caicedo,5125,Rural Disperso
Antioquia,Ituango,5361,Rural Disperso
Antioquia,Liborina,5411,Rural Disperso
Antioquia,Murindó,5475,Rural Disperso
Antioquia,Mutatá,5480,Rural Disperso
Antioquia,Necoclí,5490,Rural Disperso
Antioquia,Olaya,5501,Rural Disperso
Antioquia,Peque,5543,Rural Disperso
Antioquia,Santo Domingo,5690,Rural Disperso
Antioquia,Toledo,5819,Rural Disperso
Antioquia,Valdivia,5854,Rural Disperso
Antioquia,Vigía del Fuerte,5873,Rural Disperso
Antioquia,Yondó,5893,Rural Disperso
Arauca,Cravo Norte,81220,Rural Disperso
Arauca,Puerto Rondón,81591,Rural Disperso
Arauca,Tame,81794,Rural Disperso
Bolívar,Achí,13006,Rural Disperso
Bolívar,Arenal,13042,Rural Disperso
Bolívar,Córdoba,13212,Rural Disperso
Bolívar,Margarita,13440,Rural Disperso
Bolívar,Montecristo,13458,Rural Disperso
Bolívar,Morales,13473,Rural Disperso
Bolívar,Pinillos,13549,Rural Disperso
Bolívar,San Fernando,13650,Rural Disperso
Bolívar,San Jacinto del Cauca,13655,Rural Disperso
Bolívar,Tiquisio,13810,Rural Disperso
Boyacá,Almeida,15022,Rural Disperso
Boyacá,Berbeo,15090,Rural Disperso
Boyacá,Betéitiva,15092,Rural Disperso
Boyacá,Caldas,15131,Rural Disperso
Boyacá,Campohermoso,15135,Rural Disperso
Boyacá,Chíquiza,15232,Rural Disperso
Boyacá,Chiscas,15180,Rural Disperso
Boyacá,Chita,15183,Rural Disperso
Boyacá,Chitaraque,15185,Rural Disperso
Boyacá,Chivor,15236,Rural Disperso
Boyacá,Coper,15212,Rural Disperso
Boyacá,Covarachía,15218,Rural Disperso
Boyacá,Cubará,15223,Rural Disperso
Boyacá,Cuítiva,15226,Rural Disperso
Boyacá,Gachantivá,15293,Rural Disperso
Boyacá,Guacamayas,15317,Rural Disperso
Boyacá,Güicán,15332,Rural Disperso
Boyacá,Jericó,15368,Rural Disperso
Boyacá,Labranzagrande,15377,Rural Disperso
Boyacá,Macanal,15425,Rural Disperso
Boyacá,Oicatá,15500,Rural Disperso
Boyacá,Pachavita,15511,Rural Disperso
Boyacá,Páez,15514,Rural Disperso
Boyacá,Pajarito,15518,Rural Disperso
Boyacá,Pauna,15531,Rural Disperso
Boyacá,Paya,15533,Rural Disperso
Boyacá,Pesca,15542,Rural Disperso
Boyacá,Pisba,15550,Rural Disperso
Boyacá,Quípama,15580,Rural Disperso
Boyacá,Rondón,15621,Rural Disperso
Boyacá,Saboyá,15632,Rural Disperso
Boyacá,Santa María,15690,Rural Disperso
Boyacá,Santa Sofía,15696,Rural Disperso
Boyacá,Sativanorte,15720,Rural Disperso
Boyacá,Sativasur,15723,Rural Disperso
Boyacá,Socotá,15755,Rural Disperso
Boyacá,Sotaquirá,15763,Rural Disperso
Boyacá,Tasco,15790,Rural Disperso
Boyacá,Tinjacá,15808,Rural Disperso
Boyacá,Tipacoque,15810,Rural Disperso
Boyacá,Togüí,15816,Rural Disperso
Boyacá,Tota,15822,Rural Disperso
Boyacá,Tununguá,15832,Rural Disperso
Boyacá,Tutazá,15839,Rural Disperso
Boyacá,Zetaquira,15897,Rural Disperso
Caldas,Marulanda,17446,Rural Disperso
Caldas,Samaná,17662,Rural Disperso
Caquetá,Cartagena del Chairá,18150,Rural Disperso
Caquetá,La Montañita,18410,Rural Disperso
Caquetá,Milán,18460,Rural Disperso
Caquetá,Morelia,18479,Rural Disperso
Caquetá,Solano,18756,Rural Disperso
Casanare,Chameza,85015,Rural Disperso
Casanare,Hato Corozal,85125,Rural Disperso
Casanare,La Salina,85136,Rural Disperso
Casanare,Maní,85139,Rural Disperso
Casanare,Nunchía,85225,Rural Disperso
Casanare,Orocué,85230,Rural Disperso
Casanare,Paz de Ariporo,85250,Rural Disperso
Casanare,Sabanalarga,85300,Rural Disperso
Casanare,Sácama,85315,Rural Disperso
Casanare,San Luis de Palenque,85325,Rural Disperso
Casanare,Támara,85400,Rural Disperso
Casanare,Tauramena,85410,Rural Disperso
Casanare,Trinidad,85430,Rural Disperso
Cauca,Argelia,19050,Rural Disperso
Cauca,El Tambo,19256,Rural Disperso
Cauca,Inzá,19355,Rural Disperso
Cauca,López,19418,Rural Disperso
Cauca,Mercaderes,19450,Rural Disperso
Cauca,Páez,19517,Rural Disperso
Cauca,Piamonte,19533,Rural Disperso
Cauca,Puracé,19585,Rural Disperso
Cauca,San Sebastián,19693,Rural Disperso
Cauca,Santa Rosa,19701,Rural Disperso
Cauca,Sotará,19760,Rural Disperso
Cauca,Timbiquí,19809,Rural Disperso
Cesar,El Paso,20250,Rural Disperso
Cesar,Pueblo Bello,20570,Rural Disperso
Chocó,Alto Baudó,27025,Rural Disperso
Chocó,Bagadó,27073,Rural Disperso
Chocó,Bahía Solano,27075,Rural Disperso
Chocó,Bajo Baudó,27077,Rural Disperso
Chocó,Bojayá,27099,Rural Disperso
Chocó,Carmen del Darién,27150,Rural Disperso
Chocó,El Litoral del San Juan,27250,Rural Disperso
Chocó,Juradó,27372,Rural Disperso
Chocó,Medio Atrato,27425,Rural Disperso
Chocó,Medio Baudó,27430,Rural Disperso
Chocó,Nóvita,27491,Rural Disperso
Chocó,Nuquí,27495,Rural Disperso
Chocó,Río Iro,27580,Rural Disperso
Chocó,Río Quito,27600,Rural Disperso
Chocó,Riosucio,27615,Rural Disperso
Chocó,San José del Palmar,27660,Rural Disperso
Chocó,Sipí,27745,Rural Disperso
Córdoba,Chimá,23168,Rural Disperso
Cundinamarca,Beltrán,25086,Rural Disperso
Cundinamarca,Bituima,25095,Rural Disperso
Cundinamarca,Cabrera,25120,Rural Disperso
Cundinamarca,Caparrapí,25148,Rural Disperso
Cundinamarca,Carmen de Carupa,25154,Rural Disperso
Cundinamarca,Chaguaní,25168,Rural Disperso
Cundinamarca,El Peñón,25258,Rural Disperso
Cundinamarca,Gama,25299,Rural Disperso
Cundinamarca,Guatavita,25326,Rural Disperso
Cundinamarca,Gutiérrez,25339,Rural Disperso
Cundinamarca,Jerusalén,25368,Rural Disperso
Cundinamarca,Junín,25372,Rural Disperso
Cundinamarca,Macheta,25426,Rural Disperso
Cundinamarca,Manta,25436,Rural Disperso
Cundinamarca,Medina,25438,Rural Disperso
Cundinamarca,Paime,25518,Rural Disperso
Cundinamarca,Paratebueno,25530,Rural Disperso
Cundinamarca,Pasca,25535,Rural Disperso
Cundinamarca,Pulí,25580,Rural Disperso
Cundinamarca,San Cayetano,25653,Rural Disperso
Cundinamarca,Supatá,25777,Rural Disperso
Cundinamarca,Tausa,25793,Rural Disperso
Cundinamarca,Topaipí,25823,Rural Disperso
Cundinamarca,Ubalá,25839,Rural Disperso
Cundinamarca,Venecia,25506,Rural Disperso
Cundinamarca,Villagómez,25871,Rural Disperso
Cundinamarca,Yacopí,25885,Rural Disperso
Guainía,Inírida,94001,Rural Disperso
Guainía,Barranco Minas (ANM),94343,Rural Disperso
Guainía,Cacahual (ANM),94886,Rural Disperso
Guainía,La Guadalupe (ANM),94885,Rural Disperso
Guainía,Mapiripana (ANM),94663,Rural Disperso
Guainía,Morichal (ANM),94888,Rural Disperso
Guainía,Pana Pana (ANM),94887,Rural Disperso
Guainía,Puerto Colombia (ANM),94884,Rural Disperso
Guainía,San Felipe (ANM),94883,Rural Disperso
Guaviare,Calamar,95015,Rural Disperso
Guaviare,El Retorno,95025,Rural Disperso
Guaviare,Miraflores,95200,Rural Disperso
Huila,Acevedo,41006,Rural Disperso
Huila,Colombia,41206,Rural Disperso
Huila,Iquira,41357,Rural Disperso
Huila,Isnos,41359,Rural Disperso
Huila,Saladoblanco,41660,Rural Disperso
Huila,Santa María,41676,Rural Disperso
Huila,Suaza,41770,Rural Disperso
La Guajira,Dibulla,44090,Rural Disperso
La Guajira,Uribia,44847,Rural Disperso
Magdalena,Guamal,47318,Rural Disperso
Magdalena,Sabanas de San Ángel,47660,Rural Disperso
Magdalena,San Zenón,47703,Rural Disperso
Meta,Barranca de Upía,50110,Rural Disperso
Meta,Cabuyaro,50124,Rural Disperso
Meta,Cubarral,50223,Rural Disperso
Meta,El Calvario,50245,Rural Disperso
Meta,La Macarena,50350,Rural Disperso
Meta,Mapiripán,50325,Rural Disperso
Meta,Mesetas,50330,Rural Disperso
Meta,Puerto Gaitán,50568,Rural Disperso
Meta,Puerto Lleras,50577,Rural Disperso
Meta,Puerto López,50573,Rural Disperso
Meta,Puerto Rico,50590,Rural Disperso
Meta,San Juan de Arama,50683,Rural Disperso
Meta,San Martín,50689,Rural Disperso
Meta,Uribe,50370,Rural Disperso
Meta,Vistahermosa,50711,Rural Disperso
Nariño,Buesaco,52110,Rural Disperso
Nariño,Córdoba,52215,Rural Disperso
Nariño,Cumbal,52227,Rural Disperso
Nariño,Cumbitara,52233,Rural Disperso
Nariño,El Charco,52250,Rural Disperso
Nariño,Magüi,52427,Rural Disperso
Nariño,Mallama,52435,Rural Disperso
Nariño,Policarpa,52540,Rural Disperso
Nariño,Potosí,52560,Rural Disperso
Nariño,Ricaurte,52612,Rural Disperso
Nariño,Roberto Payán,52621,Rural Disperso
Nariño,Santa Bárbara,52696,Rural Disperso
Nariño,Santacruz,52699,Rural Disperso
Nariño,Sapuyes,52720,Rural Disperso
Nariño,Tangua,52788,Rural Disperso
Norte de Santander,Arboledas,54051,Rural Disperso
Norte de Santander,Bucarasica,54109,Rural Disperso
Norte de Santander,Cachirá,54128,Rural Disperso
Norte de Santander,Cácota,54125,Rural Disperso
Norte de Santander,Chitagá,54174,Rural Disperso
Norte de Santander,Cucutilla,54223,Rural Disperso
Norte de Santander,El Carmen,54245,Rural Disperso
Norte de Santander,Hacarí,54344,Rural Disperso
Norte de Santander,Herrán,54347,Rural Disperso
Norte de Santander,La Esperanza,54385,Rural Disperso
Norte de Santander,La Playa,54398,Rural Disperso
Norte de Santander,Labateca,54377,Rural Disperso
Norte de Santander,Mutiscua,54480,Rural Disperso
Norte de Santander,Pamplonita,54520,Rural Disperso
Norte de Santander,San Calixto,54670,Rural Disperso
Norte de Santander,Silos,54743,Rural Disperso
Norte de Santander,Teorama,54800,Rural Disperso
Norte de Santander,Toledo,54820,Rural Disperso
Putumayo,Leguízamo,86573,Rural Disperso
Putumayo,Puerto Guzmán,86571,Rural Disperso
Risaralda,Balboa,66075,Rural Disperso
Risaralda,Mistrató,66456,Rural Disperso
Risaralda,Pueblo Rico,66572,Rural Disperso
Santander,Aguada,68013,Rural Disperso
Santander,Albania,68020,Rural Disperso
Santander,Aratoca,68051,Rural Disperso
Santander,Betulia,68092,Rural Disperso
Santander,Bolívar,68101,Rural Disperso
Santander,Cabrera,68121,Rural Disperso
Santander,Carcasí,68152,Rural Disperso
Santander,Cepitá,68160,Rural Disperso
Santander,Charta,68169,Rural Disperso
Santander,Chima,68176,Rural Disperso
Santander,Confines,68209,Rural Disperso
Santander,Coromoro,68217,Rural Disperso
Santander,El Carmen de Chucurí,68235,Rural Disperso
Santander,El Guacamayo,68245,Rural Disperso
Santander,El Peñón,68250,Rural Disperso
Santander,Encino,68264,Rural Disperso
Santander,Enciso,68266,Rural Disperso
Santander,Anzoátegui,73043,Rural Disperso
Santander,Ataco,73067,Rural Disperso
Santander,Coello,73200,Rural Disperso
Santander,Coyaima,73217,Rural Disperso
Santander,Cunday,73226,Rural Disperso
Santander,Falan,73270,Rural Disperso
Santander,Herveo,73347,Rural Disperso
Santander,Murillo,73461,Rural Disperso
Santander,Ortega,73504,Rural Disperso
Santander,Planadas,73555,Rural Disperso
Santander,Rioblanco,73616,Rural Disperso
Santander,Roncesvalles,73622,Rural Disperso
Santander,San Antonio,73675,Rural Disperso
Santander,San Luis,73678,Rural Disperso
Valle del Cauca,Bolívar,76100,Rural Disperso
Valle del Cauca,Dagua,76233,Rural Disperso
Valle del Cauca,El Águila,76243,Rural Disperso
Valle del Cauca,El Cairo,76246,Rural Disperso
Vaupés,Caruru,97161,Rural Disperso
Vaupés,Mitú,97001,Rural Disperso
Vaupés,Taraira,97666,Rural Disperso
Vaupés,Pacoa (ANM),97511,Rural Disperso
Vaupés,Papunaua (ANM),97777,Rural Disperso
Vaupés,Yavaraté (ANM),97889,Rural Disperso
Vichada,Cumaribo,99773,Rural Disperso
Vichada,La Primavera,99524,Rural Disperso
Vichada,Puerto Carreño,99001,Rural Disperso
Vichada,Santa Rosalía,99624,Rural Disperso
Vichada,Florián,68271,Rural Disperso
Vichada,Galán,68296,Rural Disperso
Vichada,Gambita,68298,Rural Disperso
Vichada,Guapotá,68322,Rural Disperso
Vichada,Jesús María,68368,Rural Disperso
Vichada,Jordán,68370,Rural Disperso
Vichada,La Belleza,68377,Rural Disperso
Vichada,La Paz,68397,Rural Disperso
Vichada,Landázuri,68385,Rural Disperso
Vichada,Los Santos,68418,Rural Disperso
Vichada,Macaravita,68425,Rural Disperso
Vichada,Matanza,68444,Rural Disperso
Vichada,Molagavita,68468,Rural Disperso
Vichada,Onzaga,68502,Rural Disperso
Vichada,Puerto Parra,68573,Rural Disperso
Vichada,Rionegro,68615,Rural Disperso
Vichada,San Joaquín,68682,Rural Disperso
Santander,San Miguel,68686,Rural Disperso
Santander,Santa Bárbara,68705,Rural Disperso
Santander,Santa Helena del Opón,68720,Rural Disperso
Santander,Simacota,68745,Rural Disperso
Santander,Suaita,68770,Rural Disperso
Santander,Sucre,68773,Rural Disperso
Santander,Suratá,68780,Rural Disperso
Santander,Tona,68820,Rural Disperso
Sucre,Caimito,70124,Rural Disperso
Sucre,San Benito Abad,70678,Rural Disperso
Tolima,Alpujarra,73024,Rural Disperso
